paymentId,modifiedAt,installmentNumber,installmentPaymentId,status,createdAt,paymentAmount,createdBy,paymentCcy,userId,loanId,orgId,paymentAt,countryId,modifiedBy
STPMEX-45623492,2021-03-19T19:40:18.261Z,2.0,58538d85-0198-410f-8acc-cb2f41c8c72a,PAID,2021-03-19T19:40:18.261Z,220.0,c1b8dc2d-7c5c-4aa9-9790-aa999a7d4e71,MXN,c1b8dc2d-7c5c-4aa9-9790-aa999a7d4e71,MX-23-4,na,2021-02-27T21:50:08.000Z,mx,c1b8dc2d-7c5c-4aa9-9790-aa999a7d4e71
02ce92be-2361-43af-abfe-8ae3448e8980,2021-05-20T15:29:28.699Z,2.0,9ee36d78-260f-46cf-89e0-5dd040e2ba33,PAID,2021-05-20T15:29:28.699Z,340.0,d865df73-8609-43ef-9b6f-0cc3ce8ac683,MXN,d865df73-8609-43ef-9b6f-0cc3ce8ac683,MX-1919-4,na,2021-05-20T15:29:27.138Z,mx,d865df73-8609-43ef-9b6f-0cc3ce8ac683
d05536c6-57aa-4afa-8c55-778c60d461fb,2021-02-16T19:02:06.836Z,1.0,c9937e74-2027-49a6-afd3-660eebd1eb19,PAID,2021-02-16T19:02:06.836Z,820.0,70c26576-a949-4d51-a2cc-f59161380e96,MXN,70c26576-a949-4d51-a2cc-f59161380e96,MX-299-2,na,2021-02-16T19:02:06.553Z,mx,70c26576-a949-4d51-a2cc-f59161380e96
155b758e-c226-404e-9259-8203831125fb,2021-03-30T23:15:44.623Z,3.0,90fa4aa4-5530-4213-a18a-eae0048bb007,PAID,2021-03-30T23:15:44.623Z,220.0,c1b8dc2d-7c5c-4aa9-9790-aa999a7d4e71,MXN,c1b8dc2d-7c5c-4aa9-9790-aa999a7d4e71,MX-23-4,na,2021-03-30T23:15:42.824Z,mx,c1b8dc2d-7c5c-4aa9-9790-aa999a7d4e71
01f90f38-35d4-4e16-84f4-f2325c9f3ac2,2021-07-26T17:57:35.875Z,1.0,e116985f-2f76-4d3e-93d2-794f0bf53a91,PAID,2021-07-26T17:57:35.875Z,300.0,d2f6c5ec-398b-4e41-bccb-e5ff980fa8ee,MXN,d2f6c5ec-398b-4e41-bccb-e5ff980fa8ee,MX-1922-2,na,2021-07-26T17:57:34.296Z,mx,d2f6c5ec-398b-4e41-bccb-e5ff980fa8ee
138b5b30-a947-46a6-97b0-8c5cd26e5581,2021-07-02T21:10:06.533Z,3.0,b2d6cd68-e104-4fd6-a796-2e9da4778bcd,PAID,2021-07-02T21:10:06.533Z,260.0,b60fc401-3e78-44b1-8bb6-2f1c41d41067,MXN,b60fc401-3e78-44b1-8bb6-2f1c41d41067,MX-854-5,na,2021-07-02T21:10:04.353Z,mx,b60fc401-3e78-44b1-8bb6-2f1c41d41067
b4f30274-83f9-4ae5-bd8a-ab6443298c21,2021-06-15T01:48:43.358Z,4.0,ae575df7-3736-4652-9a5d-0d7e0daff411,PAID,2021-06-15T01:48:43.358Z,590.0,1a5fac69-2430-458f-ac4a-3e40c212093e,MXN,1a5fac69-2430-458f-ac4a-3e40c212093e,MX-2530-4,na,2021-06-15T01:48:42.320Z,mx,1a5fac69-2430-458f-ac4a-3e40c212093e
STPMEX-45744575,2021-03-19T19:40:20.646Z,1.0,2fd3290b-fbbd-49e1-9917-b67decdae34d,PAID,2021-03-19T19:40:20.646Z,510.0,34ec76fa-f534-4916-a246-4c19a0f6cc7c,MXN,34ec76fa-f534-4916-a246-4c19a0f6cc7c,MX-565-1,na,2021-02-28T18:52:38.000Z,mx,34ec76fa-f534-4916-a246-4c19a0f6cc7c
STPMEX-54358516,2021-04-20T16:44:53.924Z,2.0,31feb931-a069-45bf-b2d5-521f460f6aa2,PAID,2021-04-20T16:44:53.924Z,550.0,5d3ee9de-164b-4db4-834c-4f1b8938af1b,MXN,5d3ee9de-164b-4db4-834c-4f1b8938af1b,MX-1653-1,na,2021-04-15T12:16:00.000Z,mx,5d3ee9de-164b-4db4-834c-4f1b8938af1b
026414e4-fa6e-40fa-83cc-32af90b6a087,2021-04-06T14:26:31.881Z,1.0,cc966933-d5e7-4621-954d-9ace68f6a3af,PAID,2021-04-06T14:26:31.881Z,550.0,a776f29d-c356-4d5d-863b-8b9e84af74c7,MXN,a776f29d-c356-4d5d-863b-8b9e84af74c7,MX-2455-1,na,2021-04-06T14:26:29.830Z,mx,a776f29d-c356-4d5d-863b-8b9e84af74c7
57a8282c-cca7-4732-a222-b33de7d57d5e,2021-05-03T20:16:16.030Z,3.0,89eab5d3-57c2-496c-9b80-3fbe9e1f1554,PAID,2021-05-03T20:16:16.030Z,250.0,06fb4f09-2b91-4410-bbd6-26a2fdb37bfe,MXN,06fb4f09-2b91-4410-bbd6-26a2fdb37bfe,MX-430-3,na,2021-05-03T20:16:14.373Z,mx,06fb4f09-2b91-4410-bbd6-26a2fdb37bfe
be7d2755-f105-4b40-b0ee-4e9c0c0f0df5,2021-06-10T15:44:58.892Z,4.0,90fc106e-d292-49d8-ac0b-5618a5f9c010,PAID,2021-06-10T15:44:58.892Z,590.0,83127539-4a8e-4ac7-923d-965750868aa0,MXN,83127539-4a8e-4ac7-923d-965750868aa0,MX-2049-4,na,2021-06-10T15:44:56.196Z,mx,83127539-4a8e-4ac7-923d-965750868aa0
5c0d30d8-4030-4fe3-a19e-d70877d32319,2021-05-06T23:44:56.344Z,1.0,ca262de6-70a9-4d71-8fa0-79bbd11b79fd,PAID,2021-05-06T23:44:56.344Z,320.0,34ec76fa-f534-4916-a246-4c19a0f6cc7c,MXN,34ec76fa-f534-4916-a246-4c19a0f6cc7c,MX-565-3,na,2021-05-06T23:44:54.772Z,mx,34ec76fa-f534-4916-a246-4c19a0f6cc7c
906d3448-4894-4994-925e-f4b53586e6e2,2021-04-30T15:59:22.324Z,1.0,7a844f59-9d13-412c-8c2d-b68da008a18a,PAID,2021-04-30T15:59:22.324Z,440.0,924a7864-98b7-4083-8bef-a70117338348,MXN,924a7864-98b7-4083-8bef-a70117338348,MX-4129-1,na,2021-04-30T15:59:21.049Z,mx,924a7864-98b7-4083-8bef-a70117338348
7da57c63-d45d-4d22-82b8-aa39a8cef8ec,2021-04-02T07:07:02.372Z,3.0,66ccb64c-c780-44be-a283-ad0af1385b1a,PAID,2021-04-02T07:07:02.372Z,350.0,022b1b2c-d3a7-48a2-abd0-b10c5c259bc9,MXN,022b1b2c-d3a7-48a2-abd0-b10c5c259bc9,MX-1757-2,na,2021-04-02T07:06:59.663Z,mx,022b1b2c-d3a7-48a2-abd0-b10c5c259bc9
557112cd-3567-4b54-9f9d-db4a46987e36,2021-05-10T17:56:20.438Z,2.0,d7646c35-732a-4b01-8152-7721007f2be0,PAID,2021-05-10T17:56:20.438Z,410.0,9a0cdf91-f993-42c0-8a1a-811e2871626b,MXN,9a0cdf91-f993-42c0-8a1a-811e2871626b,MX-1981-2,na,2021-05-10T17:56:20.047Z,mx,9a0cdf91-f993-42c0-8a1a-811e2871626b
9ada36e2-69a0-44d9-80af-0987bbc0430c,2021-02-28T18:45:39.345Z,1.0,9f800ccd-2e40-4e40-a7fe-2ad30ed7bfc2,PAID,2021-02-28T18:45:39.345Z,20.0,918b1773-8a27-4b30-9530-e39241e1b927,MXN,918b1773-8a27-4b30-9530-e39241e1b927,MX-965-1,na,2021-02-28T18:45:37.732Z,mx,918b1773-8a27-4b30-9530-e39241e1b927
d4cc3e29-2ef7-40e0-843c-d0d11a394d14,2021-06-01T12:17:08.426Z,1.0,e2f1d6fb-7353-44e4-b46d-28ef80b0225a,PAID,2021-06-01T12:17:08.426Z,600.0,fe72d961-8368-47cb-8cee-59b45eeb982f,MXN,fe72d961-8368-47cb-8cee-59b45eeb982f,MX-1150-5,na,2021-06-01T12:17:06.352Z,mx,fe72d961-8368-47cb-8cee-59b45eeb982f
cd01d246-9d29-40c7-8e71-c807d578005b,2021-01-28T19:10:19.551Z,1.0,ef5b126d-9d53-48b7-a8e8-015b015b499d,PAID,2021-01-28T19:10:19.551Z,470.0,a3c9b168-5c7e-445b-856d-0552285a9af9,MXN,a3c9b168-5c7e-445b-856d-0552285a9af9,MX-183-3,na,2021-01-28T19:10:18.094Z,mx,a3c9b168-5c7e-445b-856d-0552285a9af9
83975ebd-377b-4ddf-bd76-9e33d9a79752,2021-05-09T16:24:58.210Z,5.0,2833f056-9eba-4137-b996-ce8a8b357e8b,PAID,2021-05-09T16:24:58.210Z,400.0,c9503be4-bf73-41a6-88bc-d1458ea97f80,MXN,c9503be4-bf73-41a6-88bc-d1458ea97f80,MX-434-4,na,2021-05-09T16:24:57.840Z,mx,c9503be4-bf73-41a6-88bc-d1458ea97f80
1432c491-9574-445d-a3e0-9011cc34a336,2021-05-20T00:33:33.532Z,1.0,147f2d6b-c6a6-4226-ae57-581875ac74ec,PAID,2021-05-20T00:33:33.532Z,170.0,d8938958-c664-4984-bb16-c6ece485a16b,MXN,d8938958-c664-4984-bb16-c6ece485a16b,MX-1070-3,na,2021-05-20T00:33:31.671Z,mx,d8938958-c664-4984-bb16-c6ece485a16b
92576d02-a6b1-469c-bb5d-6333851fb37d,2021-05-23T19:51:22.745Z,3.0,161bc812-d4ae-491c-a6e9-07b03020f7b0,PAID,2021-05-23T19:51:22.745Z,570.0,fbb4d44b-6689-49cd-bb82-f49fe7ce5c05,MXN,fbb4d44b-6689-49cd-bb82-f49fe7ce5c05,MX-1428-2,na,2021-05-23T19:51:22.153Z,mx,fbb4d44b-6689-49cd-bb82-f49fe7ce5c05
a2f1bd75-8815-465b-bb66-d1ea41f618ab,2021-02-23T22:32:23.031Z,1.0,5c179861-cf72-4521-80b0-3e37bd2d8356,PAID,2021-02-23T22:32:23.031Z,550.0,1a660bc4-562e-4aed-a33a-fd1eed2f72e0,MXN,1a660bc4-562e-4aed-a33a-fd1eed2f72e0,MX-641-1,na,2021-02-23T22:32:21.256Z,mx,1a660bc4-562e-4aed-a33a-fd1eed2f72e0
150d224b-b440-4fda-81bd-1f8773a62db5,2021-05-19T18:36:46.238Z,1.0,4166a603-24e9-4cbb-ab4d-ce2bbe0ea18b,PAID,2021-05-19T18:36:46.238Z,670.0,d63eb167-bd37-49bf-b436-3176a3317616,MXN,d63eb167-bd37-49bf-b436-3176a3317616,MX-2719-3,na,2021-05-19T18:36:44.804Z,mx,d63eb167-bd37-49bf-b436-3176a3317616
1549c415-dca5-4209-91c6-0df693f0e03c,2021-04-15T18:02:26.779Z,1.0,8d35f96a-b595-42e2-85b3-2c44afe1d45f,PAID,2021-04-15T18:02:26.779Z,470.0,629d083d-1fa4-4522-85bf-24a566f1f044,MXN,629d083d-1fa4-4522-85bf-24a566f1f044,MX-1779-3,na,2021-04-15T18:02:26.476Z,mx,629d083d-1fa4-4522-85bf-24a566f1f044
503cddfc-5df5-4cdf-8676-b36c9b420730,2021-04-01T22:49:28.902Z,1.0,163ea83e-b2f7-43d3-a7b5-7e08361ca674,PAID,2021-04-01T22:49:28.902Z,570.0,01c24586-61da-42fb-9bbb-bad3ca4c213b,MXN,01c24586-61da-42fb-9bbb-bad3ca4c213b,MX-1200-2,na,2021-04-01T22:49:26.477Z,mx,01c24586-61da-42fb-9bbb-bad3ca4c213b
a65f57a1-2dea-4669-a48d-37f3fdb8f095,2021-01-02T03:40:28.446Z,1.0,2d7811a2-907f-4eea-b884-89ce49ba443d,PAID,2021-01-02T03:40:28.446Z,1090.0,4273c5d8-b703-4dbc-ba43-063e1cc2c0f9,MXN,4273c5d8-b703-4dbc-ba43-063e1cc2c0f9,MX-145-3,na,2021-01-02T03:40:27.017Z,mx,4273c5d8-b703-4dbc-ba43-063e1cc2c0f9
d717a2a0-7852-427d-b27d-491d31bb3b67,2021-04-30T16:46:24.293Z,1.0,44d00858-ee33-476a-a745-f4f25fa7b635,PAID,2021-04-30T16:46:24.293Z,1330.0,e92f7707-6140-4ad2-835a-569c13bfc858,MXN,e92f7707-6140-4ad2-835a-569c13bfc858,MX-59-11,na,2021-04-30T16:46:22.362Z,mx,e92f7707-6140-4ad2-835a-569c13bfc858
e5948005-38d3-4310-be92-ec8735d2a21c,2021-04-19T21:14:22.554Z,3.0,f982443a-e54e-4a47-a499-677c58605120,PAID,2021-04-19T21:14:22.554Z,350.0,9e829970-4088-4674-978f-07c9ce176a82,MXN,9e829970-4088-4674-978f-07c9ce176a82,MX-955-2,na,2021-04-19T21:14:20.050Z,mx,9e829970-4088-4674-978f-07c9ce176a82
fba1813e-bd8a-4f4c-bc9f-1340ed65c858,2021-03-19T15:46:33.885Z,3.0,83ee3edc-1579-4724-81e7-5a116b4b1d8a,PAID,2021-03-19T15:46:33.885Z,570.0,ab372c32-ab46-4199-8c51-2e9a6057164e,MXN,ab372c32-ab46-4199-8c51-2e9a6057164e,MX-1118-2,na,2021-03-19T15:46:31.832Z,mx,ab372c32-ab46-4199-8c51-2e9a6057164e
21997dc6-a755-4e91-8301-ac3b40e66115,2021-05-25T05:42:26.608Z,2.0,830291d9-acc2-43ad-b201-8faa2b865e24,PAID,2021-05-25T05:42:26.608Z,320.0,910e28c4-9028-4560-81ac-8f1c281b6240,MXN,910e28c4-9028-4560-81ac-8f1c281b6240,MX-5430-3,na,2021-05-25T05:42:25.830Z,mx,910e28c4-9028-4560-81ac-8f1c281b6240
8135fa3b-899b-4848-b212-836d57323837,2021-03-21T23:45:01.259Z,1.0,ddfe557d-88c3-4e81-b7a4-b918ec49f338,PAID,2021-03-21T23:45:01.259Z,460.0,9744a0df-ff93-4a31-a18a-a104cb14c6ed,MXN,9744a0df-ff93-4a31-a18a-a104cb14c6ed,MX-1642-1,na,2021-03-21T23:44:59.450Z,mx,9744a0df-ff93-4a31-a18a-a104cb14c6ed
c11e06ae-e039-4d82-b41a-e62a416f59a9,2021-06-11T21:32:00.904Z,2.0,127bacc1-fff5-4b43-b956-4d84b0a22856,PAID,2021-06-11T21:32:00.904Z,520.0,ccc0a485-1f15-48ef-ac3e-afdb62785f6c,MXN,ccc0a485-1f15-48ef-ac3e-afdb62785f6c,MX-3654-1,na,2021-06-11T21:32:00.049Z,mx,ccc0a485-1f15-48ef-ac3e-afdb62785f6c
659f5925-1147-4962-9947-e32f8b602dc9,2021-03-13T14:23:28.284Z,1.0,1af91cb5-8c49-44ac-a56c-27d2bde46869,PAID,2021-03-13T14:23:28.284Z,570.0,41f084ae-4e48-4d33-9d71-8bd7d8d62937,MXN,41f084ae-4e48-4d33-9d71-8bd7d8d62937,MX-392-2,na,2021-03-13T14:23:26.417Z,mx,41f084ae-4e48-4d33-9d71-8bd7d8d62937
35ab91da-43ee-46b6-a53c-17c79af34ac9,2021-06-06T06:15:55.504Z,1.0,cc387dd4-e89f-48b9-af3e-947cc8ed3189,PAID,2021-06-06T06:15:55.504Z,580.0,3afa7ed8-27a1-4d95-94b3-47a193cb2365,MXN,3afa7ed8-27a1-4d95-94b3-47a193cb2365,MX-3132-3,na,2021-06-06T06:15:53.258Z,mx,3afa7ed8-27a1-4d95-94b3-47a193cb2365
00476c51-f9bd-400f-82f8-bc1e3e956df9,2021-05-04T15:47:48.986Z,1.0,cf85fc43-3d24-46d3-af93-9f1e38635543,PAID,2021-05-04T15:47:48.986Z,360.0,5ef2c84a-4231-4b0a-9316-08025cf2e1ea,MXN,5ef2c84a-4231-4b0a-9316-08025cf2e1ea,MX-2418-1,na,2021-05-04T15:47:47.477Z,mx,5ef2c84a-4231-4b0a-9316-08025cf2e1ea
b0e3e3b9-c3aa-4e01-84a6-8bf3019f3569,2020-12-15T08:30:42.626Z,2.0,fea4793d-0f6c-4d3e-8bae-cf66c5a33de3,PAID,2020-12-15T08:30:42.626Z,350.0,fe06b542-42f7-4e8c-8ed5-9709252dc730,MXN,fe06b542-42f7-4e8c-8ed5-9709252dc730,MX-47-1,na,2020-12-15T08:30:40.772Z,mx,fe06b542-42f7-4e8c-8ed5-9709252dc730
09d78cfb-ee6e-4de5-9c0c-680fd9a3711a,2021-03-04T14:07:10.627Z,1.0,8bb96e33-daba-4667-8493-23fe278f7bf3,PAID,2021-03-04T14:07:10.627Z,570.0,ccc0b95e-90a3-4e19-9cab-8e9d16cb7566,MXN,ccc0b95e-90a3-4e19-9cab-8e9d16cb7566,MX-504-3,na,2021-03-04T14:07:10.297Z,mx,ccc0b95e-90a3-4e19-9cab-8e9d16cb7566
e077bb91-04c8-4466-8542-94415416c064,2021-06-10T22:21:07.305Z,3.0,9c62f98c-43af-4b8e-85b9-ec3d8c0ea42b,PAID,2021-06-10T22:21:07.305Z,40.0,022b1b2c-d3a7-48a2-abd0-b10c5c259bc9,MXN,022b1b2c-d3a7-48a2-abd0-b10c5c259bc9,MX-1757-4,na,2021-06-10T22:21:05.161Z,mx,022b1b2c-d3a7-48a2-abd0-b10c5c259bc9
70d0affa-676c-4fc1-9bd6-be79f2c1c341,2021-02-02T18:20:18.274Z,3.0,ee0daefb-7dde-4b39-85ad-aaa6496362ed,PAID,2021-02-02T18:20:18.274Z,570.0,29e1895a-c833-4d2d-964e-57b56e955b0b,MXN,29e1895a-c833-4d2d-964e-57b56e955b0b,MX-167-2,na,2021-02-02T18:20:16.265Z,mx,29e1895a-c833-4d2d-964e-57b56e955b0b
1e36788f-ddf3-4976-8701-b3ec18ef2a11,2021-05-11T17:06:33.670Z,3.0,c0fcc1d8-afa9-48b5-9c0d-bb64cf896e26,PAID,2021-05-11T17:06:33.670Z,570.0,30fedfdd-1c7d-4e34-a8b4-b1b87d52d347,MXN,30fedfdd-1c7d-4e34-a8b4-b1b87d52d347,MX-2503-2,na,2021-05-11T17:06:31.598Z,mx,30fedfdd-1c7d-4e34-a8b4-b1b87d52d347
c54a9c96-d849-43b3-b133-8404e7ed9128,2021-03-15T18:11:40.081Z,1.0,bcbeec3f-c6f1-4758-b81d-6056d704fd18,PAID,2021-03-15T18:11:40.081Z,550.0,9d6bfe65-3208-4d85-9892-8c6caa41b233,MXN,9d6bfe65-3208-4d85-9892-8c6caa41b233,MX-1482-1,na,2021-03-15T18:11:38.383Z,mx,9d6bfe65-3208-4d85-9892-8c6caa41b233
1a8cc6bf-ffcb-4257-961e-c1a83c30cef2,2021-04-29T07:36:50.039Z,2.0,9edeaa1e-5a3a-4eaa-8942-ad7bbaadb3ec,PAID,2021-04-29T07:36:50.039Z,550.0,9f399a36-b796-4e62-aad4-83c9c35e29b7,MXN,9f399a36-b796-4e62-aad4-83c9c35e29b7,MX-3390-1,na,2021-04-29T07:36:48.425Z,mx,9f399a36-b796-4e62-aad4-83c9c35e29b7
af82b88f-fe3c-4fe7-a476-b2aa5d64f463,2021-05-10T20:38:28.813Z,2.0,b08c1603-9caa-4ff7-8d4a-55679f8e4be4,PAID,2021-05-10T20:38:28.813Z,420.0,bc2893c7-7e1b-442a-9baf-35b1da45ddb7,MXN,bc2893c7-7e1b-442a-9baf-35b1da45ddb7,MX-974-4,na,2021-05-10T20:38:27.474Z,mx,bc2893c7-7e1b-442a-9baf-35b1da45ddb7
bb5f117a-f36a-4b57-8a73-f193be058f18,2021-03-29T06:17:11.613Z,2.0,716d8cbe-9831-4e99-9e76-4a317546b6a0,PAID,2021-03-29T06:17:11.613Z,290.0,b07b951b-f06d-4570-affa-b89eee790ee5,MXN,b07b951b-f06d-4570-affa-b89eee790ee5,MX-1776-1,na,2021-03-29T06:17:09.237Z,mx,b07b951b-f06d-4570-affa-b89eee790ee5
3f81b154-f3ef-44a6-bfc3-0e062e869fd0,2021-03-14T02:08:02.271Z,1.0,dd88a498-6b2b-4eaa-bfee-24a8c8c56689,PAID,2021-03-14T02:08:02.271Z,270.0,4c91b772-5e86-4cce-a967-2416a74c6c5d,MXN,4c91b772-5e86-4cce-a967-2416a74c6c5d,MX-1388-1,na,2021-03-14T02:08:00.716Z,mx,4c91b772-5e86-4cce-a967-2416a74c6c5d
546479aa-0149-4aa5-bd38-d40457de5265,2020-12-26T03:52:14.431Z,2.0,8e4ba13e-787b-4d53-a283-649a5e1ed4a3,PAID,2020-12-26T03:52:14.431Z,930.0,8aabe9c2-a658-4f24-bab2-dac7e9ee422b,MXN,8aabe9c2-a658-4f24-bab2-dac7e9ee422b,MX-44-3,na,2020-12-26T03:52:12.510Z,mx,8aabe9c2-a658-4f24-bab2-dac7e9ee422b
3a589511-217f-4058-993c-edeadc46b454,2021-03-17T00:55:21.298Z,2.0,24a37604-1365-462e-8cd1-489fa7751dd5,PAID,2021-03-17T00:55:21.298Z,530.0,61bb416e-ea06-429e-abb7-71b0dcef9f3a,MXN,61bb416e-ea06-429e-abb7-71b0dcef9f3a,MX-643-2,na,2021-03-17T00:55:19.426Z,mx,61bb416e-ea06-429e-abb7-71b0dcef9f3a
b5b71d6c-4144-4846-98ff-a4b7ca94be3c,2021-05-24T01:53:39.261Z,4.0,2cc8adb4-8dfd-4acb-b16d-6c2b7d89afe3,PAID,2021-05-24T01:53:39.261Z,580.0,50685a23-f6e1-44ac-be5e-49e11ca6b6cc,MXN,50685a23-f6e1-44ac-be5e-49e11ca6b6cc,MX-92-3,na,2021-05-24T01:53:38.573Z,mx,50685a23-f6e1-44ac-be5e-49e11ca6b6cc
d70b12e7-e040-4587-98d2-a3720f61f2ae,2021-04-01T01:52:24.946Z,3.0,67384326-e86f-4784-91da-019516033351,PAID,2021-04-01T01:52:24.946Z,400.0,4b070ffa-2f2c-427a-9243-eb69b5e0bdd2,MXN,4b070ffa-2f2c-427a-9243-eb69b5e0bdd2,MX-461-2,na,2021-04-01T01:52:23.290Z,mx,4b070ffa-2f2c-427a-9243-eb69b5e0bdd2
9c8f7cf3-9b63-4d3d-8ba0-5dfeac091656,2021-08-30T02:31:12.316Z,8.0,d8d88d78-648b-483f-8b78-4a4b7c6aedc3,PAID,2021-08-30T02:31:12.316Z,100.0,e4941500-4c8b-4f4c-ba2b-6ad262aeb6d1,MXN,e4941500-4c8b-4f4c-ba2b-6ad262aeb6d1,MX-694-8,na,2021-08-30T02:31:09.772Z,mx,e4941500-4c8b-4f4c-ba2b-6ad262aeb6d1
2de4a3aa-26c5-4f6a-9300-eb0b27404932,2021-02-12T23:07:29.064Z,1.0,b1bc0365-b23c-46a2-985d-1aa7efd57d47,PAID,2021-02-12T23:07:29.064Z,550.0,3a3f6568-d92b-4f1d-9b33-10c429b8bd2e,MXN,3a3f6568-d92b-4f1d-9b33-10c429b8bd2e,MX-660-1,na,2021-02-12T23:07:26.531Z,mx,3a3f6568-d92b-4f1d-9b33-10c429b8bd2e
56a8e820-de93-44d4-9ad9-b361642870a9,2021-04-15T17:53:50.156Z,5.0,8a1b0df9-5234-4b32-ba87-65edb459add2,PAID,2021-04-15T17:53:50.156Z,220.0,c1b8dc2d-7c5c-4aa9-9790-aa999a7d4e71,MXN,c1b8dc2d-7c5c-4aa9-9790-aa999a7d4e71,MX-23-4,na,2021-04-15T17:53:48.720Z,mx,c1b8dc2d-7c5c-4aa9-9790-aa999a7d4e71
4de7fd81-8aab-4f8f-8f99-15519a0517c0,2021-05-07T04:15:13.712Z,3.0,26e95623-5a07-4867-baaa-d1eec3cf1b57,PAID,2021-05-07T04:15:13.712Z,180.0,4b006d05-2479-438d-9d44-593398fb4826,MXN,4b006d05-2479-438d-9d44-593398fb4826,MX-28-6,na,2021-05-07T04:15:10.753Z,mx,4b006d05-2479-438d-9d44-593398fb4826
